open,high,low,close,adjusted_close,volume,dividend_amount,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,shortTermInvestments,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,shortTermDebt,totalNonCurrentLiabilities,longTermDebt,shortLongTermDebtTotal,totalShareholderEquity,retainedEarnings,commonStockSharesOutstanding,operatingCashflow,depreciationDepletionAndAmortization,capitalExpenditures,cashflowFromInvestment,cashflowFromFinancing,dividendPayout,proceedsFromRepurchaseOfEquity,changeInCashAndCashEquivalents,netIncome,grossProfit,totalRevenue,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,interestExpense,depreciationAndAmortization,incomeBeforeTax,netIncomeFromContinuingOperations,ebit,ebitda,reportedEPS,estimatedEPS,surprisePercentage,shares_outstanding_diluted,shares_outstanding_basic,monthly_return,monthly_volatility,price_range_pct,volume_change,profit_margin,operating_margin,gross_margin,current_ratio,debt_to_equity,free_cash_flow,fcf_margin,ebitda_margin,interest_coverage
25.78,26.63,25.195,25.8675,20.9772,555535000,0.05,59386000000.0,23979000000.0,9331000000.0,9331000000.0,315000000.0,3898000000.0,35407000000.0,2869000000.0,9868000000.0,9868000000.0,20415000000.0,8158000000.0,30535000000.0,14251000000.0,616000000.0,4220000000.0,16284000000.0,11498000000.0,18993000000.0,28476000000.0,14257000000.0,5076000000.0,1781000000.0,575000000.0,61000000.0,-7180000000.0,-8000000.0,252000000.0,-242000000.0,-5588000000.0,1190000000.0,4985000000.0,6404000000.0,1843000000.0,236000000.0,823000000.0,3142000000.0,186000000.0,575000000.0,1582000000.0,1189000000.0,1768000000.0,2343000000.0,0.38,0.37,2.7027,5076000000.0,5015000000.0,0.008049130934131732,0.030562597736298776,0.055475016913114863,-0.15441032093243712,0.1858213616489694,0.287788881948782,0.77841973766396,1.6826187635955372,1.0723065037224329,1720000000.0,0.26858213616489696,0.3658650843222986,9.505376344086022
26.05,26.15,21.55,22.57,18.3031,736923800,0.0,59386000000.0,23979000000.0,9331000000.0,9331000000.0,315000000.0,3898000000.0,35407000000.0,2869000000.0,9868000000.0,9868000000.0,20415000000.0,8158000000.0,30535000000.0,14251000000.0,616000000.0,4220000000.0,16284000000.0,11498000000.0,18993000000.0,28476000000.0,14257000000.0,5076000000.0,1781000000.0,575000000.0,61000000.0,-7180000000.0,-8000000.0,252000000.0,-242000000.0,-5588000000.0,1190000000.0,4985000000.0,6404000000.0,1843000000.0,236000000.0,823000000.0,3142000000.0,186000000.0,575000000.0,1582000000.0,1189000000.0,1768000000.0,2343000000.0,0.38,0.37,2.7027,5076000000.0,5015000000.0,-0.12747649829338514,0.09004668388243338,0.20381036774479389,0.32651192094107473,0.1858213616489694,0.287788881948782,0.77841973766396,1.6826187635955372,1.0723065037224329,1720000000.0,0.26858213616489696,0.3658650843222986,9.505376344086022
22.42,23.66,21.3,21.46,17.4029,625470800,0.0,59386000000.0,23979000000.0,9331000000.0,9331000000.0,315000000.0,3898000000.0,35407000000.0,2869000000.0,9868000000.0,9868000000.0,20415000000.0,8158000000.0,30535000000.0,14251000000.0,616000000.0,4220000000.0,16284000000.0,11498000000.0,18993000000.0,28476000000.0,14257000000.0,5076000000.0,1781000000.0,575000000.0,61000000.0,-7180000000.0,-8000000.0,252000000.0,-242000000.0,-5588000000.0,1190000000.0,4985000000.0,6404000000.0,1843000000.0,236000000.0,823000000.0,3142000000.0,186000000.0,575000000.0,1582000000.0,1189000000.0,1768000000.0,2343000000.0,0.38,0.37,2.7027,5076000000.0,5015000000.0,-0.04918292529680779,0.06803502530621744,0.10997204100652373,-0.15124087456532143,0.1858213616489694,0.287788881948782,0.77841973766396,1.6826187635955372,1.0723065037224329,1720000000.0,0.26858213616489696,0.3658650843222986,9.505376344086022
21.46,24.68,21.24,23.64,19.2118,642202900,0.05,61578000000.0,27004000000.0,9914000000.0,9914000000.0,259000000.0,5585000000.0,34574000000.0,2763000000.0,9321000000.0,9321000000.0,20425000000.0,8555000000.0,30379000000.0,14691000000.0,775000000.0,3145000000.0,15688000000.0,11510000000.0,14655000000.0,30798000000.0,16146000000.0,5026000000.0,2511000000.0,706000000.0,69000000.0,-550000000.0,-1171000000.0,251000000.0,-254000000.0,583000000.0,2363000000.0,7263000000.0,9505000000.0,3300000000.0,292000000.0,1063000000.0,3963000000.0,201000000.0,706000000.0,3075000000.0,2364000000.0,3276000000.0,3982000000.0,0.6,0.54,11.1111,5091000000.0,5020000000.0,0.10394244637388028,0.11770867354955007,0.14551607445008466,0.026751208849397967,0.24860599684376644,0.34718569174118885,0.7641241451867438,1.8381321897760534,0.9863952204688616,2442000000.0,0.2569174118884798,0.4189374013677012,16.29850746268657
23.87,24.59,21.66,21.845,17.753,528516600,0.0,61578000000.0,27004000000.0,9914000000.0,9914000000.0,259000000.0,5585000000.0,34574000000.0,2763000000.0,9321000000.0,9321000000.0,20425000000.0,8555000000.0,30379000000.0,14691000000.0,775000000.0,3145000000.0,15688000000.0,11510000000.0,14655000000.0,30798000000.0,16146000000.0,5026000000.0,2511000000.0,706000000.0,69000000.0,-550000000.0,-1171000000.0,251000000.0,-254000000.0,583000000.0,2363000000.0,7263000000.0,9505000000.0,3300000000.0,292000000.0,1063000000.0,3963000000.0,201000000.0,706000000.0,3075000000.0,2364000000.0,3276000000.0,3982000000.0,0.6,0.54,11.1111,5091000000.0,5020000000.0,-0.07593249981782035,0.09705489465057773,0.13412680247196154,-0.17702551639053643,0.24860599684376644,0.34718569174118885,0.7641241451867438,1.8381321897760534,0.9863952204688616,2442000000.0,0.2569174118884798,0.4189374013677012,16.29850746268657
22.15,27.625,22.1,26.85,21.8205,1059329600,0.0,61578000000.0,27004000000.0,9914000000.0,9914000000.0,259000000.0,5585000000.0,34574000000.0,2763000000.0,9321000000.0,9321000000.0,20425000000.0,8555000000.0,30379000000.0,14691000000.0,775000000.0,3145000000.0,15688000000.0,11510000000.0,14655000000.0,30798000000.0,16146000000.0,5026000000.0,2511000000.0,706000000.0,69000000.0,-550000000.0,-1171000000.0,251000000.0,-254000000.0,583000000.0,2363000000.0,7263000000.0,9505000000.0,3300000000.0,292000000.0,1063000000.0,3963000000.0,201000000.0,706000000.0,3075000000.0,2364000000.0,3276000000.0,3982000000.0,0.6,0.54,11.1111,5091000000.0,5020000000.0,0.22911620571171065,0.15333958993003866,0.20577281191806326,1.0043449912453082,0.24860599684376644,0.34718569174118885,0.7641241451867438,1.8381321897760534,0.9863952204688616,2442000000.0,0.2569174118884798,0.4189374013677012,16.29850746268657
27.18,29.71,26.89,29.38,23.9209,758714400,0.05,65255000000.0,30264000000.0,12018000000.0,12018000000.0,235000000.0,3721000000.0,34991000000.0,2835000000.0,9124000000.0,9124000000.0,20901000000.0,11619000000.0,32743000000.0,13800000000.0,706000000.0,2260000000.0,18943000000.0,14778000000.0,19717000000.0,32106000000.0,17027000000.0,5083000000.0,3817000000.0,702000000.0,118000000.0,-3916000000.0,1960000000.0,251000000.0,-249000000.0,2104000000.0,1352000000.0,5440000000.0,7502000000.0,1917000000.0,272000000.0,1103000000.0,3523000000.0,196000000.0,702000000.0,1795000000.0,1352000000.0,1991000000.0,2693000000.0,0.42,0.37,13.5135,5083000000.0,5026000000.0,0.0962581059095804,0.15294639155002654,0.09598366235534378,-0.28377872193885645,0.18021860837110104,0.25553185817115437,0.7251399626766196,2.1930434782608694,1.0198405282501712,3699000000.0,0.49306851506265,0.35897094108237804,10.158163265306122
29.52,29.82,26.81,27.045,22.0198,606355000,0.0,65255000000.0,30264000000.0,12018000000.0,12018000000.0,235000000.0,3721000000.0,34991000000.0,2835000000.0,9124000000.0,9124000000.0,20901000000.0,11619000000.0,32743000000.0,13800000000.0,706000000.0,2260000000.0,18943000000.0,14778000000.0,19717000000.0,32106000000.0,17027000000.0,5083000000.0,3817000000.0,702000000.0,118000000.0,-3916000000.0,1960000000.0,251000000.0,-249000000.0,2104000000.0,1352000000.0,5440000000.0,7502000000.0,1917000000.0,272000000.0,1103000000.0,3523000000.0,196000000.0,702000000.0,1795000000.0,1352000000.0,1991000000.0,2693000000.0,0.42,0.37,13.5135,5083000000.0,5026000000.0,-0.07947443449034108,0.15479092547624504,0.11129598816786841,-0.20081258507812694,0.18021860837110104,0.25553185817115437,0.7251399626766196,2.1930434782608694,1.0198405282501712,3699000000.0,0.49306851506265,0.35897094108237804,10.158163265306122
27.54,32.27,27.41,31.3,25.4842,596463200,0.0,65255000000.0,30264000000.0,12018000000.0,12018000000.0,235000000.0,3721000000.0,34991000000.0,2835000000.0,9124000000.0,9124000000.0,20901000000.0,11619000000.0,32743000000.0,13800000000.0,706000000.0,2260000000.0,18943000000.0,14778000000.0,19717000000.0,32106000000.0,17027000000.0,5083000000.0,3817000000.0,702000000.0,118000000.0,-3916000000.0,1960000000.0,251000000.0,-249000000.0,2104000000.0,1352000000.0,5440000000.0,7502000000.0,1917000000.0,272000000.0,1103000000.0,3523000000.0,196000000.0,702000000.0,1795000000.0,1352000000.0,1991000000.0,2693000000.0,0.42,0.37,13.5135,5083000000.0,5026000000.0,0.15733112925639658,0.12294220522772797,0.15527156549520776,-0.016313545695178622,0.18021860837110104,0.25553185817115437,0.7251399626766196,2.1930434782608694,1.0198405282501712,3699000000.0,0.49306851506265,0.35897094108237804,10.158163265306122
31.59,33.3,30.8,32.03,26.1203,582169300,0.05,67243000000.0,32723000000.0,10420000000.0,10420000000.0,236000000.0,4406000000.0,34520000000.0,2870000000.0,8526000000.0,8526000000.0,20889000000.0,14425000000.0,32393000000.0,13336000000.0,762000000.0,2255000000.0,19057000000.0,14780000000.0,17035000000.0,34412000000.0,18422000000.0,5117000000.0,944000000.0,709000000.0,121000000.0,-2778000000.0,128000000.0,253000000.0,-255000000.0,-1598000000.0,1871000000.0,6425000000.0,8582000000.0,2770000000.0,156000000.0,1119000000.0,3655000000.0,214000000.0,709000000.0,2646000000.0,1870000000.0,2860000000.0,3569000000.0,0.51,0.45,13.3333,5117000000.0,5044000000.0,0.024960563800315416,0.11867709024108375,0.07805182641273795,-0.023964428987404474,0.21801444884642274,0.322768585411326,0.7486599860172454,2.45373425314937,0.9413286063001278,823000000.0,0.0958983919832207,0.4158704264740154,13.36448598130841
32.17,33.71,31.64,32.9,26.8298,400603500,0.0,67243000000.0,32723000000.0,10420000000.0,10420000000.0,236000000.0,4406000000.0,34520000000.0,2870000000.0,8526000000.0,8526000000.0,20889000000.0,14425000000.0,32393000000.0,13336000000.0,762000000.0,2255000000.0,19057000000.0,14780000000.0,17035000000.0,34412000000.0,18422000000.0,5117000000.0,944000000.0,709000000.0,121000000.0,-2778000000.0,128000000.0,253000000.0,-255000000.0,-1598000000.0,1871000000.0,6425000000.0,8582000000.0,2770000000.0,156000000.0,1119000000.0,3655000000.0,214000000.0,709000000.0,2646000000.0,1870000000.0,2860000000.0,3569000000.0,0.51,0.45,13.3333,5117000000.0,5044000000.0,0.02716278143819162,0.07579645455143676,0.0629179331306991,-0.3118780052469273,0.21801444884642274,0.322768585411326,0.7486599860172454,2.45373425314937,0.9413286063001278,823000000.0,0.0958983919832207,0.4158704264740154,13.36448598130841
33.02,34.1,29.62,33.4325,27.264,668810300,0.0,67243000000.0,32723000000.0,10420000000.0,10420000000.0,236000000.0,4406000000.0,34520000000.0,2870000000.0,8526000000.0,8526000000.0,20889000000.0,14425000000.0,32393000000.0,13336000000.0,762000000.0,2255000000.0,19057000000.0,14780000000.0,17035000000.0,34412000000.0,18422000000.0,5117000000.0,944000000.0,709000000.0,121000000.0,-2778000000.0,128000000.0,253000000.0,-255000000.0,-1598000000.0,1871000000.0,6425000000.0,8582000000.0,2770000000.0,156000000.0,1119000000.0,3655000000.0,214000000.0,709000000.0,2646000000.0,1870000000.0,2860000000.0,3569000000.0,0.51,0.45,13.3333,5117000000.0,5044000000.0,0.016183497454323126,0.005808489949557048,0.13400134599566293,0.6695068814925482,0.21801444884642274,0.322768585411326,0.7486599860172454,2.45373425314937,0.9413286063001278,823000000.0,0.0958983919832207,0.4158704264740154,13.36448598130841
33.7,36.05,33.08,35.96,29.3772,532918200,0.06,67666000000.0,32459000000.0,11864000000.0,11864000000.0,276000000.0,4495000000.0,35207000000.0,2894000000.0,8324000000.0,8324000000.0,21425000000.0,12491000000.0,30607000000.0,11282000000.0,673000000.0,1872000000.0,19325000000.0,14752000000.0,16624000000.0,36617000000.0,20059000000.0,5149000000.0,2676000000.0,701000000.0,133000000.0,1032000000.0,-2431000000.0,253000000.0,-245000000.0,1444000000.0,2115000000.0,6752000000.0,8764000000.0,2987000000.0,286000000.0,1127000000.0,3765000000.0,204000000.0,701000000.0,2799000000.0,2116000000.0,3003000000.0,3704000000.0,0.54,0.5,8.0,5149000000.0,5057000000.0,0.07750880281690131,0.03270081452420072,0.0825917686318131,-0.2031848193725485,0.24132816065723414,0.3408261068005477,0.7704244637151986,2.87706080482184,0.8358685856296256,2543000000.0,0.29016430853491554,0.4226380648105888,14.720588235294118
35.84,36.5,32.92,34.22,27.9558,510709400,0.0,67666000000.0,32459000000.0,11864000000.0,11864000000.0,276000000.0,4495000000.0,35207000000.0,2894000000.0,8324000000.0,8324000000.0,21425000000.0,12491000000.0,30607000000.0,11282000000.0,673000000.0,1872000000.0,19325000000.0,14752000000.0,16624000000.0,36617000000.0,20059000000.0,5149000000.0,2676000000.0,701000000.0,133000000.0,1032000000.0,-2431000000.0,253000000.0,-245000000.0,1444000000.0,2115000000.0,6752000000.0,8764000000.0,2987000000.0,286000000.0,1127000000.0,3765000000.0,204000000.0,701000000.0,2799000000.0,2116000000.0,3003000000.0,3704000000.0,0.54,0.5,8.0,5149000000.0,5057000000.0,-0.04838446141905961,0.06295359186320434,0.1046171829339567,-0.04167393795145291,0.24132816065723414,0.3408261068005477,0.7704244637151986,2.87706080482184,0.8358685856296256,2543000000.0,0.29016430853491554,0.4226380648105888,14.720588235294118
34.23,34.3,30.65,32.91,26.8856,700288400,0.0,67666000000.0,32459000000.0,11864000000.0,11864000000.0,276000000.0,4495000000.0,35207000000.0,2894000000.0,8324000000.0,8324000000.0,21425000000.0,12491000000.0,30607000000.0,11282000000.0,673000000.0,1872000000.0,19325000000.0,14752000000.0,16624000000.0,36617000000.0,20059000000.0,5149000000.0,2676000000.0,701000000.0,133000000.0,1032000000.0,-2431000000.0,253000000.0,-245000000.0,1444000000.0,2115000000.0,6752000000.0,8764000000.0,2987000000.0,286000000.0,1127000000.0,3765000000.0,204000000.0,701000000.0,2799000000.0,2116000000.0,3003000000.0,3704000000.0,0.54,0.5,8.0,5149000000.0,5057000000.0,-0.03828185922062688,0.06995076121369707,0.11090853843816466,0.3712071874925349,0.24132816065723414,0.3408261068005477,0.7704244637151986,2.87706080482184,0.8358685856296256,2543000000.0,0.29016430853491554,0.4226380648105888,14.720588235294118
32.89,34.13,30.26,30.58,25.0273,560121200,0.06,73535000000.0,39174000000.0,16163000000.0,16163000000.0,303000000.0,6628000000.0,34361000000.0,2857000000.0,7860000000.0,7860000000.0,21553000000.0,12685000000.0,33290000000.0,14192000000.0,494000000.0,1150000000.0,19098000000.0,14772000000.0,15922000000.0,39776000000.0,22581000000.0,5062000000.0,3777000000.0,684000000.0,78000000.0,-419000000.0,859000000.0,304000000.0,-411000000.0,4299000000.0,3209000000.0,8606000000.0,10775000000.0,4359000000.0,256000000.0,1170000000.0,4247000000.0,195000000.0,684000000.0,4170000000.0,3209000000.0,4365000000.0,5049000000.0,0.75,0.71,5.6338,5161000000.0,5066000000.0,-0.06911878477698097,0.015720955834270044,0.12655330281229565,-0.20015639270906105,0.29781902552204176,0.4045475638051044,0.7987006960556845,2.7602874859075537,0.8369368463395012,3699000000.0,0.34329466357308586,0.46858468677494197,22.384615384615383
30.97,31.21,24.72,28.07,22.9731,1107143700,0.0,73535000000.0,39174000000.0,16163000000.0,16163000000.0,303000000.0,6628000000.0,34361000000.0,2857000000.0,7860000000.0,7860000000.0,21553000000.0,12685000000.0,33290000000.0,14192000000.0,494000000.0,1150000000.0,19098000000.0,14772000000.0,15922000000.0,39776000000.0,22581000000.0,5062000000.0,3777000000.0,684000000.0,78000000.0,-419000000.0,859000000.0,304000000.0,-411000000.0,4299000000.0,3209000000.0,8606000000.0,10775000000.0,4359000000.0,256000000.0,1170000000.0,4247000000.0,195000000.0,684000000.0,4170000000.0,3209000000.0,4365000000.0,5049000000.0,0.75,0.71,5.6338,5161000000.0,5066000000.0,-0.08207837041950194,0.02249815263151925,0.23120769504809413,0.9766145255705372,0.29781902552204176,0.4045475638051044,0.7987006960556845,2.7602874859075537,0.8369368463395012,3699000000.0,0.34329466357308586,0.46858468677494197,22.384615384615383
28.03,30.96,25.71,28.74,23.5214,880744000,0.0,73535000000.0,39174000000.0,16163000000.0,16163000000.0,303000000.0,6628000000.0,34361000000.0,2857000000.0,7860000000.0,7860000000.0,21553000000.0,12685000000.0,33290000000.0,14192000000.0,494000000.0,1150000000.0,19098000000.0,14772000000.0,15922000000.0,39776000000.0,22581000000.0,5062000000.0,3777000000.0,684000000.0,78000000.0,-419000000.0,859000000.0,304000000.0,-411000000.0,4299000000.0,3209000000.0,8606000000.0,10775000000.0,4359000000.0,256000000.0,1170000000.0,4247000000.0,195000000.0,684000000.0,4170000000.0,3209000000.0,4365000000.0,5049000000.0,0.75,0.71,5.6338,5161000000.0,5066000000.0,0.023867044499871648,0.057790925251818615,0.1826722338204593,-0.2044898959367244,0.29781902552204176,0.4045475638051044,0.7987006960556845,2.7602874859075537,0.8369368463395012,3699000000.0,0.34329466357308586,0.46858468677494197,22.384615384615383
28.59,33.81,27.0,32.77,26.8735,667246000,0.06,73859000000.0,39206000000.0,13162000000.0,13162000000.0,259000000.0,4194000000.0,34653000000.0,2930000000.0,7662000000.0,7662000000.0,21831000000.0,18498000000.0,32620000000.0,13056000000.0,614000000.0,1553000000.0,19564000000.0,14789000000.0,16342000000.0,41239000000.0,23385000000.0,5150000000.0,5421000000.0,709000000.0,160000000.0,-6323000000.0,-2211000000.0,304000000.0,-800000000.0,-3001000000.0,1840000000.0,6386000000.0,8374000000.0,2683000000.0,311000000.0,1050000000.0,3703000000.0,192000000.0,709000000.0,2471000000.0,1840000000.0,2663000000.0,3372000000.0,0.48,0.47,2.1277,5150000000.0,5062000000.0,0.1425127756000919,0.11235540583429753,0.2078120231919439,-0.24240642002670465,0.21972772868402196,0.32039646524958204,0.7625985192261763,3.0029105392156863,0.7909988118043599,5261000000.0,0.6282541198949129,0.40267494626224026,13.869791666666666
31.96,33.76,28.61,31.35,25.709,539825600,0.0,73859000000.0,39206000000.0,13162000000.0,13162000000.0,259000000.0,4194000000.0,34653000000.0,2930000000.0,7662000000.0,7662000000.0,21831000000.0,18498000000.0,32620000000.0,13056000000.0,614000000.0,1553000000.0,19564000000.0,14789000000.0,16342000000.0,41239000000.0,23385000000.0,5150000000.0,5421000000.0,709000000.0,160000000.0,-6323000000.0,-2211000000.0,304000000.0,-800000000.0,-3001000000.0,1840000000.0,6386000000.0,8374000000.0,2683000000.0,311000000.0,1050000000.0,3703000000.0,192000000.0,709000000.0,2471000000.0,1840000000.0,2663000000.0,3372000000.0,0.48,0.47,2.1277,5150000000.0,5062000000.0,-0.04333265112471396,0.09410201134484107,0.16427432216905896,-0.1909646517176573,0.21972772868402196,0.32039646524958204,0.7625985192261763,3.0029105392156863,0.7909988118043599,5261000000.0,0.6282541198949129,0.40267494626224026,13.869791666666666
31.4,32.24,24.91,25.65,21.0346,744294800,0.0,73859000000.0,39206000000.0,13162000000.0,13162000000.0,259000000.0,4194000000.0,34653000000.0,2930000000.0,7662000000.0,7662000000.0,21831000000.0,18498000000.0,32620000000.0,13056000000.0,614000000.0,1553000000.0,19564000000.0,14789000000.0,16342000000.0,41239000000.0,23385000000.0,5150000000.0,5421000000.0,709000000.0,160000000.0,-6323000000.0,-2211000000.0,304000000.0,-800000000.0,-3001000000.0,1840000000.0,6386000000.0,8374000000.0,2683000000.0,311000000.0,1050000000.0,3703000000.0,192000000.0,709000000.0,2471000000.0,1840000000.0,2663000000.0,3372000000.0,0.48,0.47,2.1277,5150000000.0,5062000000.0,-0.18181959625034028,0.16274143297210256,0.2857699805068227,0.37876899502357797,0.21972772868402196,0.32039646524958204,0.7625985192261763,3.0029105392156863,0.7909988118043599,5261000000.0,0.6282541198949129,0.40267494626224026,13.869791666666666
26.33,28.95,25.55,28.21,23.1853,721581300,0.06,72910000000.0,38482000000.0,13286000000.0,13286000000.0,218000000.0,4434000000.0,34428000000.0,2900000000.0,7152000000.0,7152000000.0,21994000000.0,17726000000.0,30643000000.0,11072000000.0,445000000.0,1582000000.0,19571000000.0,14778000000.0,16360000000.0,42267000000.0,24383000000.0,5123000000.0,1255000000.0,701000000.0,129000000.0,376000000.0,-1020000000.0,303000000.0,-998000000.0,124000000.0,2192000000.0,6836000000.0,8792000000.0,3111000000.0,277000000.0,1102000000.0,3725000000.0,192000000.0,701000000.0,2960000000.0,2192000000.0,3152000000.0,3853000000.0,0.54,0.57,-5.2632,5123000000.0,5041000000.0,0.10224582354786871,0.14204746212877606,0.12052463665366886,-0.030516805975266736,0.24931756141947226,0.35384440400363965,0.7775250227479527,3.475614161849711,0.7249863960063406,1126000000.0,0.12807097361237488,0.4382393084622384,16.416666666666668
28.48,29.538,27.92,29.255,24.0442,565502700,0.0,72910000000.0,38482000000.0,13286000000.0,13286000000.0,218000000.0,4434000000.0,34428000000.0,2900000000.0,7152000000.0,7152000000.0,21994000000.0,17726000000.0,30643000000.0,11072000000.0,445000000.0,1582000000.0,19571000000.0,14778000000.0,16360000000.0,42267000000.0,24383000000.0,5123000000.0,1255000000.0,701000000.0,129000000.0,376000000.0,-1020000000.0,303000000.0,-998000000.0,124000000.0,2192000000.0,6836000000.0,8792000000.0,3111000000.0,277000000.0,1102000000.0,3725000000.0,192000000.0,701000000.0,2960000000.0,2192000000.0,3152000000.0,3853000000.0,0.54,0.57,-5.2632,5123000000.0,5041000000.0,0.03704502421793121,0.14879853776785784,0.055306785164929026,-0.21630078273924225,0.24931756141947226,0.35384440400363965,0.7775250227479527,3.475614161849711,0.7249863960063406,1126000000.0,0.12807097361237488,0.4382393084622384,16.416666666666668
29.4,31.15,28.52,29.16,23.9661,813941300,0.0,72910000000.0,38482000000.0,13286000000.0,13286000000.0,218000000.0,4434000000.0,34428000000.0,2900000000.0,7152000000.0,7152000000.0,21994000000.0,17726000000.0,30643000000.0,11072000000.0,445000000.0,1582000000.0,19571000000.0,14778000000.0,16360000000.0,42267000000.0,24383000000.0,5123000000.0,1255000000.0,701000000.0,129000000.0,376000000.0,-1020000000.0,303000000.0,-998000000.0,124000000.0,2192000000.0,6836000000.0,8792000000.0,3111000000.0,277000000.0,1102000000.0,3725000000.0,192000000.0,701000000.0,2960000000.0,2192000000.0,3152000000.0,3853000000.0,0.54,0.57,-5.2632,5123000000.0,5041000000.0,-0.0032481845933738374,0.05323481420912202,0.09019204389574756,0.4393234550427434,0.24931756141947226,0.35384440400363965,0.7775250227479527,3.475614161849711,0.7249863960063406,1126000000.0,0.12807097361237488,0.4382393084622384,16.416666666666668
29.12,29.7,28.04,29.4,24.2134,528345200,0.06,74361000000.0,37538000000.0,13781000000.0,13781000000.0,172000000.0,4656000000.0,36823000000.0,2936000000.0,7455000000.0,7455000000.0,23819000000.0,15961000000.0,31095000000.0,11632000000.0,442000000.0,1665000000.0,19463000000.0,14777000000.0,16442000000.0,43266000000.0,25116000000.0,5080000000.0,3010000000.0,730000000.0,142000000.0,-590000000.0,-2119000000.0,302000000.0,-1659000000.0,495000000.0,2497000000.0,7131000000.0,9039000000.0,3317000000.0,261000000.0,1145000000.0,3814000000.0,190000000.0,730000000.0,3148000000.0,2498000000.0,3338000000.0,4068000000.0,0.62,0.56,10.7143,5080000000.0,5007000000.0,0.010318741889585592,0.02050161919458875,0.056462585034013614,-0.3508804627557295,0.27624737249695763,0.3669653722756942,0.7889147029538666,3.2271320495185694,0.7186936624601303,2868000000.0,0.31729173581148357,0.45004978426817127,17.568421052631578
29.45,29.815,25.325,26.47,21.8003,650683000,0.0,74361000000.0,37538000000.0,13781000000.0,13781000000.0,172000000.0,4656000000.0,36823000000.0,2936000000.0,7455000000.0,7455000000.0,23819000000.0,15961000000.0,31095000000.0,11632000000.0,442000000.0,1665000000.0,19463000000.0,14777000000.0,16442000000.0,43266000000.0,25116000000.0,5080000000.0,3010000000.0,730000000.0,142000000.0,-590000000.0,-2119000000.0,302000000.0,-1659000000.0,495000000.0,2497000000.0,7131000000.0,9039000000.0,3317000000.0,261000000.0,1145000000.0,3814000000.0,190000000.0,730000000.0,3148000000.0,2498000000.0,3338000000.0,4068000000.0,0.62,0.56,10.7143,5080000000.0,5007000000.0,-0.09965969256692575,0.05996456788447817,0.16962599168870426,0.23154899486169267,0.27624737249695763,0.3669653722756942,0.7889147029538666,3.2271320495185694,0.7186936624601303,2868000000.0,0.31729173581148357,0.45004978426817127,17.568421052631578
25.98,29.71,25.84,29.7,24.4604,642899400,0.0,74361000000.0,37538000000.0,13781000000.0,13781000000.0,172000000.0,4656000000.0,36823000000.0,2936000000.0,7455000000.0,7455000000.0,23819000000.0,15961000000.0,31095000000.0,11632000000.0,442000000.0,1665000000.0,19463000000.0,14777000000.0,16442000000.0,43266000000.0,25116000000.0,5080000000.0,3010000000.0,730000000.0,142000000.0,-590000000.0,-2119000000.0,302000000.0,-1659000000.0,495000000.0,2497000000.0,7131000000.0,9039000000.0,3317000000.0,261000000.0,1145000000.0,3814000000.0,190000000.0,730000000.0,3148000000.0,2498000000.0,3338000000.0,4068000000.0,0.62,0.56,10.7143,5080000000.0,5007000000.0,0.12202125658821217,0.11084159196335445,0.13030303030303034,-0.011962199719371847,0.27624737249695763,0.3669653722756942,0.7889147029538666,3.2271320495185694,0.7186936624601303,2868000000.0,0.31729173581148357,0.45004978426817127,17.568421052631578
29.53,31.11,28.61,30.2,24.9233,480418748,0.06,78327000000.0,40023000000.0,14955000000.0,14955000000.0,158000000.0,6377000000.0,38304000000.0,3021000000.0,7899000000.0,7899000000.0,25119000000.0,15721000000.0,34240000000.0,15388000000.0,438000000.0,2950000000.0,18852000000.0,13524000000.0,16474000000.0,43688000000.0,26087000000.0,4867000000.0,4057000000.0,776000000.0,217000000.0,-1844000000.0,-749000000.0,296000000.0,-2399000000.0,1174000000.0,3452000000.0,8910000000.0,10916000000.0,4595000000.0,278000000.0,1226000000.0,4315000000.0,192000000.0,776000000.0,4383000000.0,6432000000.0,4575000000.0,5351000000.0,0.82,0.78,5.1282,5026000000.0,4949000000.0,0.018924465666955603,0.11093060450917203,0.08278145695364239,-0.2527310680333502,0.3162330524001466,0.42094173689996334,0.8162330524001465,2.6009227969846633,0.7837392418970884,3840000000.0,0.3517772077684133,0.4901978746793697,23.828125
