DateTime,open,high,low,close,adjusted_close,volume,dividend_amount,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,shortTermInvestments,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,shortTermDebt,totalNonCurrentLiabilities,longTermDebt,shortLongTermDebtTotal,totalShareholderEquity,retainedEarnings,commonStockSharesOutstanding,operatingCashflow,depreciationDepletionAndAmortization,capitalExpenditures,cashflowFromInvestment,cashflowFromFinancing,dividendPayout,proceedsFromRepurchaseOfEquity,changeInCashAndCashEquivalents,netIncome,grossProfit,totalRevenue,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,interestExpense,depreciationAndAmortization,incomeBeforeTax,netIncomeFromContinuingOperations,ebit,ebitda,reportedEPS,estimatedEPS,surprisePercentage,shares_outstanding_diluted,shares_outstanding_basic,monthly_return,monthly_volatility,price_range_pct,volume_change,profit_margin,operating_margin,gross_margin,current_ratio,debt_to_equity,free_cash_flow,fcf_margin,ebitda_margin,interest_coverage
1999-12-31,102.56,122.12,102.25,107.87,53.316,158626300,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.89,1.1236,,,,,0.18420320756466121,,,,,,,,,,
2000-01-31,112.44,124.75,109.62,112.25,55.4809,175259600,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.89,1.1236,,,0.04060507164828553,,0.1347884187082405,0.10485839989963841,,,,,,,,,
2000-02-29,112.37,119.75,100.94,102.75,50.8367,133524400,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.06,5.6604,,,-0.08370808692721277,,0.18306569343065696,-0.23813360295242025,,,,,,,,,
2000-03-31,102.0,128.25,99.5,118.37,58.5649,194329000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.06,5.6604,,,0.1520200957182507,0.11792288799385023,0.24288248711666807,0.45538193768329993,,,,,,,,,
2000-04-28,120.0,128.0,101.25,111.5,55.1659,168464800,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.06,5.6604,,,-0.05803817645039944,0.12932594358422397,0.2399103139013453,-0.1330949060613702,,,,,,,,,
2000-05-31,112.5,113.62,102.0,107.31,53.1557,123803200,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.78,6.4103,,,-0.03643917710034639,0.11554789194003548,0.1082844096542727,-0.2651093878365095,,,,,,,,,
2000-06-30,107.56,122.31,105.5,109.56,54.2702,136216300,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.78,6.4103,,,0.020966707239298943,0.04083242987414762,0.15343190945600585,0.10026477506235709,,,,,,,,,
2000-07-31,108.75,117.81,100.0,112.25,55.6027,150130400,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.78,6.4103,,,0.024553069640428804,0.034225603755513645,0.1586636971046771,0.10214709986983928,,,,,,,,,
2000-08-31,112.0,134.25,110.25,132.02,65.4673,121998000,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.0,6.0,,,0.17741224796637556,0.08930658580338408,0.1817906377821542,-0.18738643206172767,,,,,,,,,
2000-09-29,133.06,134.94,110.25,112.62,55.847,107468400,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.0,6.0,,,-0.1469481710716647,0.16226947001967854,0.21923281832711772,-0.11909703437761276,,,,,,,,,
2000-10-31,112.62,119.62,86.94,98.5,48.8451,223510000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.0,6.0,,,-0.1253764750120866,0.1813633692674956,0.331776649746193,1.0797741475633766,,,,,,,,,
2000-11-30,98.44,104.37,91.62,93.5,46.4259,130411900,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.07,0.9346,,,-0.049527997690658854,0.051168056057875305,0.13636363636363635,-0.416527672139949,,,,,,,,,
2000-12-29,94.44,104.75,80.06,85.0,42.2054,167790700,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.07,0.9346,,,-0.09090830764724,0.037976694883338144,0.2904705882352941,0.2866210828919753,,,,,,,,,
2001-01-31,84.5,116.75,83.75,112.0,55.6118,198962600,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.07,0.9346,,,0.31764655707563505,0.22488758718103868,0.29464285714285715,0.18577847282358317,,,,,,,,,
2001-02-28,112.4,118.64,99.1,99.9,49.6589,156438900,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,1.46,1.3699,,,-0.10704382882769481,0.24067244559470274,0.19559559559559564,-0.2137271024805667,,,,,,,,,
2001-03-30,99.3,108.4,87.65,96.18,47.8097,254550000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,1.46,1.3699,,,-0.03723803789451641,0.22773443893917844,0.21574131836140567,0.6271528373058108,,,,,,,,,
2001-04-30,97.45,118.05,90.05,115.14,57.2345,226210900,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,1.46,1.3699,,,0.19713154443554326,0.15933434828958645,0.2431822129581379,-0.11133019053231197,,,,,,,,,
2001-05-31,115.85,119.9,110.96,111.8,55.6403,159356200,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,0.0,,,-0.027853829421065845,0.13268734110660166,0.07996422182468704,-0.29554146152992633,,,,,,,,,
2001-06-29,112.5,119.0,111.1,113.5,56.4863,142929700,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,0.0,,,0.015204806588030584,0.1194220823579121,0.06960352422907494,-0.10308039473832831,,,,,,,,,
2001-07-31,113.5,115.4,101.56,105.21,52.3606,161016400,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,0.0,,,-0.07303894926734456,0.04412614802651882,0.1315464309476286,0.12654262899873148,,,,,,,,,
2001-08-31,105.35,110.09,98.86,99.95,49.8097,143401500,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.15,0.0,,,-0.048717929129918236,0.04557884854779116,0.11235617808904456,-0.10939817310534827,,,,,,,,,
2001-09-28,100.15,103.13,87.49,91.72,45.7083,189312500,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.15,0.0,,,-0.08234139133542262,0.01736176190962989,0.17051897078063674,0.32015704159300973,,,,,,,,,
2001-10-31,91.72,112.1,91.34,108.07,53.8562,224351500,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.15,0.0,,,0.17825865324240886,0.14175171332890157,0.19209771444434157,0.18508550676791025,,,,,,,,,
2001-11-30,107.25,117.0,106.9,115.59,57.6746,135136300,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.89,1.1236,,,0.07089991495872328,0.13097148536645226,0.08737780084782415,-0.3976581391254349,,,,,,,,,
2001-12-31,114.8,124.7,113.21,120.96,60.354,133393800,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.89,1.1236,,,0.04645719259431358,0.07011296883294835,0.09499007936507944,-0.012894388850368088,,,,,,,,,
2002-01-31,120.6,126.39,101.0,107.89,53.8326,193562900,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.89,1.1236,,,-0.10805249030718755,0.09703491823166963,0.23533228288071184,0.451063692615399,,,,,,,,,
2002-02-28,107.64,109.3,95.76,98.12,49.0221,172321000,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.32,0.7576,,,-0.0893603504196342,0.08432975275097543,0.1379942927028128,-0.10974158787660238,,,,,,,,,
2002-03-28,98.6,108.85,98.5,104.0,51.9598,151268500,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.32,0.7576,,,0.05992603336046387,0.09206212113683379,0.09951923076923072,-0.12217025202964238,,,,,,,,,
2002-04-30,104.0,104.0,83.34,83.76,41.8476,246503300,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.32,0.7576,,,-0.19461583762832035,0.12790406955745356,0.24665711556829029,0.6295745644334412,,,,,,,,,
2002-05-31,83.85,86.49,75.92,80.45,40.267,172738400,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.69,-1.4493,,,-0.03777038587637038,0.12841122105268127,0.13138595400870096,-0.2992450811003341,,,,,,,,,
2002-06-28,80.75,80.95,66.1,72.0,36.0376,190980700,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.69,-1.4493,,,-0.1050338987260041,0.07868693207223638,0.20625000000000013,0.10560651250677333,,,,,,,,,
